_cfg,DecisionTree | LDA | default,DecisionTree | LDA | gwo,DecisionTree | PCA | default,DecisionTree | PCA | gwo,LogReg | LDA | default,LogReg | LDA | gwo,LogReg | PCA | default,LogReg | PCA | gwo,MLP | LDA | default,MLP | LDA | gwo,MLP | PCA | default,MLP | PCA | gwo,QDT | LDA | default,QDT | LDA | gwo,QDT | PCA | default,QDT | PCA | gwo,QNN | LDA | default,QNN | LDA | gwo,QNN | PCA | default,QNN | PCA | gwo,QSVC | LDA | default,QSVC | LDA | gwo,QSVC | PCA | default,QSVC | PCA | gwo,RandomForest | LDA | default,RandomForest | LDA | gwo,RandomForest | PCA | default,RandomForest | PCA | gwo,SVC | LDA | default,SVC | LDA | gwo,SVC | PCA | default,SVC | PCA | gwo,VQC | LDA | default,VQC | LDA | gwo,VQC | PCA | default,VQC | PCA | gwo,XGBoost | LDA | default,XGBoost | LDA | gwo,XGBoost | PCA | default,XGBoost | PCA | gwo
QSVC | LDA | gwo,0.4734064677078661,0.9999999999999413,0.035616391101839784,0.9892434631864222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00021931788801354823,0.00035471988820190425,6.921612574206648e-06,2.9020596499451656e-05,1.0,1.0,1.0,0.9999999999999988,0.04461208166649189,1.0,0.0009702144449162953,0.99999927735281,0.7933110059768366,1.0,0.9999999980294433,1.0,1.0,1.0,1.0,0.999999999999709,0.10779296326325916,1.0,8.849571737412631e-05,1.0,0.9846825302016944,1.0,0.5606302321767992,1.0
QSVC | PCA | default,0.9996062501732411,0.03267841511677316,0.9999999999998449,0.7539859183496675,0.011238381881952475,3.167001454196239e-05,0.00030253365664056897,0.00012357361373083187,0.0025228498956374468,0.006651115945738084,0.0035927105455609842,0.0010461310629571452,1.0,1.0,0.999999999996864,1.0,0.010537896148528625,0.015422069234702462,0.00010463125023452147,0.023654894744146726,0.9999999999982343,0.0009702144449162953,1.0,0.1936362470634836,0.9837890691844471,0.0012612777940954611,0.09310465696278025,0.00023778393494355843,0.0006627324573923454,4.1094547711395535e-05,0.0001582801102661957,9.96626678162471e-06,0.9999999930852043,0.008389532086560014,1.0,0.002265484641066906,0.7878886563946568,0.0041291294260833444,0.9987458432517257,0.009255480575298347
QSVC | PCA | gwo,0.999882814101709,1.0,0.8292788391060781,0.9999999999999988,0.9999999999999185,0.9943420419787231,0.9999572416415569,0.9995671813860185,0.9999999930852043,0.9999999999904698,0.9999999991831008,0.9999994736127387,0.08009309677380727,0.10779296326325916,0.007598728878249861,0.02097236579385331,0.9999999999998449,0.9999999999999974,0.9993739853378032,1.0,0.8658218175198076,0.99999927735281,0.1936362470634836,1.0,0.9999998831863158,0.9999997681416984,1.0,0.9999154305617493,0.999996778136472,0.9962806880964338,0.9997581661610528,0.9737248461970718,0.9646775675046186,0.9999999999986816,0.04461208166649189,0.9999999874038676,0.9999999999999892,0.9999999996736654,0.9999734756967217,0.999999999999462
RandomForest | LDA | default,1.0,0.9991076647726631,0.9999997681416984,1.0,0.9885722880440782,0.2713140823158422,0.607813868539228,0.4602413272923641,0.9076411989709317,0.972357735858385,0.9372183470817582,0.803948302837618,0.9076411989709317,0.9422128347788545,0.4471831641810591,0.660800165062535,0.9871268608042217,0.9939477071030552,0.4342446395174383,0.9977973974357214,0.9999999427486086,0.7933110059768366,0.9837890691844471,0.9999998831863158,1.0,0.8292788391060781,0.9999857851320557,0.5673890053259721,0.736220718091457,0.30283705744603795,0.5000043643559646,0.15957047129184299,0.9999999999642201,0.9808546457199595,0.8143012306039001,0.8972144990690436,1.0,0.9469151003414261,1.0,0.9837890691844471
RandomForest | LDA | gwo,0.5201317926985698,0.9999999999999947,0.043389047361939825,0.9930893901829384,1.0,0.9999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0.00029068229692996717,0.0004673426639520972,9.52444288271348e-06,3.935503072705071e-05,1.0,1.0,1.0,0.9999999999999999,0.05403986809130812,1.0,0.0012612777940954611,0.9999997681416984,0.8292788391060781,1.0,0.9999999995880513,1.0,1.0,1.0,1.0,0.9999999999976431,0.12721517407166283,1.0,0.00011855075307809493,1.0,0.9898818854010006,1.0,0.6078138685392283,1.0
RandomForest | PCA | default,0.9977973974357214,1.0,0.6411090855943604,0.9999999999723816,1.0,0.9995671813860185,0.9999994736127387,0.999987498668795,0.999999999996864,0.9999999999999998,0.9999999999998449,0.9999999987255047,0.033633083725350676,0.04714814746852358,0.0025228498956374468,0.007598728878249861,1.0,1.0,0.9999792570805729,1.0,0.6929663371675099,0.9999999980294433,0.09310465696278025,1.0,0.9999857851320557,0.9999999995880513,1.0,0.9999986627082825,0.9999999846775287,0.9997581661610528,0.9999943693426898,0.9962806880964338,0.8741590414742173,1.0,0.01745915459718883,0.9999999999927489,0.9999999998746243,0.9999999999999578,0.9992512540322374,1.0
RandomForest | PCA | gwo,0.2612720784857885,0.9999999989784739,0.011981213083391618,0.9346092920366437,0.9999999999999185,1.0,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,4.8823708505896235e-05,8.135333978731563e-05,1.2760555132551588e-06,5.759391021875615e-06,0.9999999999999578,0.9999999999982343,1.0,0.9999999999234677,0.015422069234702462,1.0,0.00023778393494355843,0.9999154305617493,0.5673890053259721,1.0,0.9999986627082825,1.0,1.0,1.0,1.0,1.0,0.04219526737603663,0.9999999999999963,1.8675960432590344e-05,1.0,0.9173410338276586,1.0,0.33064545901115816,0.9999999999999892
SVC | LDA | default,0.40877429738360305,0.9999999999986816,0.026640216691435015,0.9808546457199595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014578495353334553,0.00023778393494355843,4.3631413759737114e-06,1.8675960432590344e-05,1.0,0.9999999999999998,1.0,0.9999999999999578,0.033633083725350676,1.0,0.0006627324573923454,0.999996778136472,0.736220718091457,1.0,0.9999999846775287,1.0,1.0,1.0,1.0,0.9999999999999892,0.08425196941307944,1.0,5.7944597504300255e-05,1.0,0.9737248461970719,1.0,0.49332574231229653,1.0
SVC | LDA | gwo,0.10522306254629443,0.999997910894345,0.002908833428755586,0.7539859183496675,0.9999999954110016,1.0,1.0,1.0,0.9999999999999578,0.9999999998746243,0.9999999999990188,1.0,7.585005336374628e-06,1.3064758065617355e-05,1.6021390059073326e-07,7.863407842645387e-07,0.9999999969799251,0.9999999670905271,1.0,0.9999996189662607,0.003852216885562809,1.0,4.1094547711395535e-05,0.9962806880964338,0.30283705744603795,1.0,0.9997581661610528,1.0,1.0,1.0,1.0,1.0,0.011981213083391618,0.9999999993482483,2.7329488487826126e-06,0.9999999999999848,0.7179709301665764,0.999999999996864,0.14269143319397926,0.9999999987255047
SVC | PCA | default,0.21466443678863578,0.999999991538006,0.00866953029034978,0.9042468176911187,0.9999999999982343,1.0,1.0,1.0,1.0,0.9999999999999892,1.0,1.0,3.167001454196239e-05,5.3196129999766306e-05,7.863407842645387e-07,3.621281062127224e-06,0.9999999999990188,0.9999999999723816,1.0,0.9999999991831008,0.011238381881952475,1.0,0.0001582801102661957,0.9997581661610528,0.5000043643559646,1.0,0.9999943693426898,1.0,1.0,1.0,1.0,1.0,0.03174773476367143,0.9999999999998874,1.1940542185451264e-05,1.0,0.8821708781632166,1.0,0.2764234467760549,0.999999999999709
SVC | PCA | gwo,0.04586492759096894,0.999882814101709,0.0008995380773545447,0.547112561831895,0.9999986627082825,1.0,1.0,1.0,0.9999999996736654,0.9999999020035647,0.9999999969799251,0.999999999999462,1.7010732180633426e-06,3.0025130119959442e-06,3.065487885756113e-08,1.6021390059073326e-07,0.99999901398864,0.9999943693426898,1.0,0.9999662442001213,0.0012151541065080762,0.999999999999709,9.96626678162471e-06,0.9737248461970718,0.15957047129184299,0.9999999999976431,0.9962806880964338,1.0,0.9999999999999892,1.0,1.0,1.0,0.0041291294260833444,0.9999996765894145,5.863524654703411e-07,0.9999999998401494,0.5066994618254642,0.9999999930852043,0.06512669835830154,0.9999994736127387
VQC | LDA | default,1.0,0.660800165062535,1.0,0.9999838568883811,0.4278240440579225,0.00987761354783423,0.049807982559630704,0.026640216691435015,0.1936362470634836,0.33064545901115816,0.237212133821449,0.11308355487615929,0.9999957291426692,0.99999927735281,0.9904887365770983,0.9991076647726631,0.4150874722090573,0.49332574231229653,0.023654894744146726,0.5876410058274886,1.0,0.10779296326325916,0.9999999930852043,0.9646775675046186,0.9999999999642201,0.12721517407166283,0.8741590414742173,0.04219526737603663,0.08425196941307944,0.011981213083391618,0.03174773476367143,0.0041291294260833444,1.0,0.3717489552862998,0.9999323266186678,0.18174492979450507,0.9999926161190934,0.25634011658771794,0.9999999999999998,0.3900712189097345
VQC | LDA | gwo,0.8481811441807405,1.0,0.16672616280032637,0.999939563268828,1.0,0.9999999975578342,0.9999999999999997,0.9999999999992721,1.0,1.0,1.0,1.0,0.002265484641066906,0.0034691686115595477,0.00010035084689896667,0.00036905075686732847,1.0,1.0,0.9999999999976431,1.0,0.19772059699028377,1.0,0.008389532086560014,0.9999999999986816,0.9808546457199595,1.0,1.0,0.9999999999999963,1.0,0.9999999993482483,0.9999999999998874,0.9999996765894145,0.3717489552862998,1.0,0.0010074956409331648,1.0,0.999882814101709,1.0,0.9007713325855615,1.0
VQC | PCA | default,0.972357735858385,0.004904647045011257,0.9999998041672888,0.3657315969607535,0.0014097797513484833,2.0578520757430496e-06,2.4348881993985216e-05,9.101619728779653e-06,0.000257732300824709,0.0007725661226763991,0.0003839331412486269,9.623898454957924e-05,1.0,1.0,1.0,1.0,0.0013090530346742124,0.0020329409154027367,7.585005336374628e-06,0.003349605418691781,0.99999927735281,8.849571737412631e-05,1.0,0.04461208166649189,0.8143012306039001,0.00011855075307809493,0.01745915459718883,1.8675960432590344e-05,5.7944597504300255e-05,2.7329488487826126e-06,1.1940542185451264e-05,5.863524654703411e-07,0.9999323266186678,0.0010074956409331648,1.0,0.0002283723513646363,0.40249966719842567,0.0004493885410548071,0.9491590257875822,0.0011276495220132743
VQC | PCA | gwo,0.6278522690764947,1.0,0.06685789147179544,0.9977973974357214,1.0,0.9999999999998874,1.0,1.0,1.0,1.0,1.0,1.0,0.0005462292352566012,0.000866057902383921,1.9523304900626037e-05,7.799338387581845e-05,1.0,1.0,1.0,1.0,0.0821507504590383,1.0,0.002265484641066906,0.9999999874038676,0.8972144990690436,1.0,0.9999999999927489,1.0,1.0,0.9999999999999848,1.0,0.9999999998401494,0.18174492979450507,1.0,0.0002283723513646363,1.0,0.9965408846737664,1.0,0.7117880908071181,1.0
XGBoost | LDA | default,0.9999999999986816,0.9999996765894145,0.9992512540322374,1.0,0.9999572416415569,0.680209660057004,0.9346092920366437,0.8571614372155931,0.9972300168337604,0.9997581661610528,0.9987458432517257,0.9863501575684538,0.547112561831895,0.6278522690764947,0.13020087738579722,0.25634011658771794,0.9999460863397469,0.999987498668795,0.8388851926252757,0.9999981969348287,0.9996421332663765,0.9846825302016944,0.7878886563946568,0.9999999999999892,1.0,0.9898818854010006,0.9999999998746243,0.9173410338276586,0.9737248461970719,0.7179709301665764,0.8821708781632166,0.5066994618254642,0.9999926161190934,0.999882814101709,0.40249966719842567,0.9965408846737664,1.0,0.9991076647726631,0.9999999999999786,0.9999154305617493
