fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,dataset,inner_f1,n_evaluations,convergence,stopped_early
4,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.667,0.3157894736842105,0.5454545454545454,0.4,0.6217542658220624,0.2053390856648365,0.6751790311112346,1112,481,185,222,ok,0.17359000002034,4,Bank Customer Churn,,,,
5,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6475,0.3141426783479349,0.6151960784313726,0.415907207953604,0.6354874864518671,0.2229389243674798,0.6684787294314711,1044,548,157,251,ok,0.2296757000149227,4,Bank Customer Churn,,,,
6,SVC,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6195,0.2865779927448609,0.5808823529411765,0.3838056680161943,0.6051396689328998,0.1720665508785674,0.6579496748448124,1002,590,171,237,ok,0.2121424999786541,4,Bank Customer Churn,,,,
7,SVC,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.6435,0.290983606557377,0.5233415233415234,0.3740122914837577,0.5987705733468446,0.1651001605767437,0.6464715871495533,1074,519,194,213,ok,0.1709457000251859,4,Bank Customer Churn,,,,
8,SVC,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6555,0.3068493150684931,0.5503685503685504,0.3940193491644679,0.6163644383983367,0.194622064660991,0.6616817125291702,1087,506,183,224,ok,0.2105296999798156,4,Bank Customer Churn,,,,
9,SVC,classical,PCA,default,1200,2000,6.00004568696022e-07,{},0.638,0.3159117305458769,0.6683046683046683,0.4290220820189274,0.6492810221623782,0.2427595090644137,0.7011078875485656,1004,589,135,272,ok,0.1525838000234216,4,Bank Customer Churn,,,,
10,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.4935,0.249793217535153,0.7401960784313726,0.3735312306740878,0.5852362301704601,0.1404929236413198,0.6603036629224553,685,907,106,302,ok,0.1632625000202097,4,Bank Customer Churn,,,,
11,SVC,classical,PCA,default,1200,2000,5.00003807246685e-07,{},0.6575,0.3198959687906372,0.6029411764705882,0.4180118946474087,0.6372117942654448,0.227316445270641,0.6918769706375012,1069,523,162,246,ok,0.1461870000348426,4,Bank Customer Churn,,,,
12,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.5375,0.2551984877126654,0.6633906633906634,0.3686006825938566,0.5843632538547793,0.1360880919084608,0.6473723338130117,805,788,137,270,ok,0.1682059000013396,4,Bank Customer Churn,,,,
13,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6715,0.3254189944134078,0.5724815724815725,0.4149599287622439,0.6346400329451177,0.2261362960147153,0.678316220689102,1110,483,174,233,ok,0.155472100013867,4,Bank Customer Churn,,,,
14,SVC,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6105,0.2928730512249443,0.6461916461916462,0.4030651340996168,0.6237863441253271,0.200391298470224,0.6758445656750741,958,635,144,263,ok,0.1749834000365808,4,Bank Customer Churn,,,,
0,DecisionTree,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.59,0.2690582959641255,0.5882352941176471,0.3692307692307692,0.5893437777120898,0.1448583764109353,0.5893437777120898,940,652,168,240,ok,0.0406047999858856,4,Bank Customer Churn,,,,
1,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.5995,0.2814238042269188,0.6200980392156863,0.3871461361897475,0.6071595723716623,0.1736157318673622,0.6071595723716623,946,646,155,253,ok,0.0418401000206358,4,Bank Customer Churn,,,,
2,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.591,0.2667423382519864,0.5773955773955773,0.3649068322981366,0.5859357045797724,0.1393816921645687,0.5859357045797723,947,646,172,235,ok,0.0436209000181406,4,Bank Customer Churn,,,,
3,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.5615,0.2400442477876106,0.5331695331695332,0.3310450038138825,0.550953881462356,0.0824371308761015,0.550953881462356,906,687,190,217,ok,0.0409873999888077,4,Bank Customer Churn,,,,
4,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.606,0.2740213523131672,0.5675675675675675,0.3696,0.5916933883035578,0.1495177120288707,0.5916933883035578,981,612,176,231,ok,0.0482725999900139,4,Bank Customer Churn,,,,
5,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6365,0.3151796060254924,0.6666666666666666,0.4280094413847364,0.6477177554438861,0.2403691228648388,0.647717755443886,1001,591,136,272,ok,0.0502595999860204,4,Bank Customer Churn,,,,
6,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.584,0.2720430107526881,0.6200980392156863,0.3781763826606876,0.5974233914671396,0.1574205733346711,0.5974233914671396,915,677,155,253,ok,0.0396070999559015,4,Bank Customer Churn,,,,
7,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.622,0.2991944764096663,0.6388206388206388,0.4075235109717868,0.6282615435157808,0.2083484910509607,0.6282615435157808,984,609,147,260,ok,0.0433431999990716,4,Bank Customer Churn,,,,
8,DecisionTree,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.5805,0.2711864406779661,0.628992628992629,0.3789785344189489,0.5985515561786748,0.1589573515916597,0.5985515561786747,905,688,151,256,ok,0.0447916000266559,4,Bank Customer Churn,,,,
9,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.5335,0.2396039603960396,0.5945945945945946,0.3415666901905434,0.5562426833613274,0.0905780229023934,0.5562426833613275,825,768,165,242,ok,0.0415918999933637,4,Bank Customer Churn,,,,
10,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.601,0.2838137472283814,0.6274509803921569,0.3908396946564885,0.6108360429598976,0.1795180749188485,0.6108360429598976,946,646,152,256,ok,0.0337171999854035,4,Bank Customer Churn,,,,
11,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.535,0.2363636363636363,0.5735294117647058,0.334763948497854,0.5493275199527047,0.0795138176788086,0.5493275199527047,836,756,174,234,ok,0.0352374999783933,4,Bank Customer Churn,,,,
12,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6145,0.2741935483870967,0.542997542997543,0.3643858202802967,0.587882952289732,0.1442680101782358,0.587882952289732,1008,585,186,221,ok,0.0381871999707073,4,Bank Customer Churn,,,,
13,DecisionTree,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.603,0.2704626334519573,0.5601965601965602,0.3648,0.5870662650323667,0.1419726000247897,0.5870662650323667,978,615,179,228,ok,0.04134289996,4,Bank Customer Churn,,,,
14,DecisionTree,classical,PCA,default,1200,2000,5.00003807246685e-07,{},0.615,0.2711223203026481,0.5282555282555282,0.3583333333333333,0.5827090572853284,0.1361438194146195,0.5827090572853285,1015,578,192,215,ok,0.0411082000355236,4,Bank Customer Churn,,,,
0,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6545,0.3280680437424058,0.6617647058823529,0.4386677497969131,0.6572014484185633,0.2574542130272579,0.7096712114494039,1039,553,138,270,ok,0.7463748999871314,4,Bank Customer Churn,,,,
1,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.612,0.2927927927927928,0.6372549019607843,0.4012345679012346,0.6213912700758695,0.196906561219887,0.6540338025913883,964,628,148,260,ok,0.78599820000818,4,Bank Customer Churn,,,,
2,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6895,0.3435672514619883,0.5773955773955773,0.4307974335472044,0.6477687240399104,0.250819683764804,0.7180300485385231,1144,449,172,235,ok,0.7220985999447294,4,Bank Customer Churn,,,,
3,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6195,0.2877697841726618,0.5896805896805897,0.386784850926672,0.6083996168741932,0.1770233417601078,0.6488013437165979,999,594,167,240,ok,0.7671206999802962,4,Bank Customer Churn,,,,
4,RandomForest,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.671,0.3249651324965132,0.5724815724815725,0.4145907473309608,0.6343261597498886,0.22553958710691,0.6846792863742016,1109,484,174,233,ok,0.7736198999918997,4,Bank Customer Churn,,,,
5,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6285,0.3068050749711649,0.6519607843137255,0.4172549019607843,0.6372241107498275,0.2231708822751176,0.6877247758399841,991,601,142,266,ok,0.788261000008788,4,Bank Customer Churn,,,,
6,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.612,0.287037037037037,0.6078431372549019,0.389937106918239,0.6104542319440338,0.1797082156652424,0.663419733471278,976,616,160,248,ok,0.7564491999801248,4,Bank Customer Churn,,,,
7,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6825,0.3560606060606061,0.6928746928746928,0.4703919933277731,0.6863620168704914,0.3068290194127207,0.7430627854356668,1083,510,125,282,ok,0.7776831000228412,4,Bank Customer Churn,,,,
8,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.631,0.3154960981047937,0.6953316953316954,0.4340490797546012,0.6549477057951634,0.2508627973579773,0.7104593036796427,979,614,124,283,ok,0.7427645999705419,4,Bank Customer Churn,,,,
9,RandomForest,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.656,0.3139072847682119,0.5823095823095823,0.4079173838209983,0.6285684760261032,0.213555830344548,0.6677632948819389,1075,518,170,237,ok,0.7952371000428684,4,Bank Customer Churn,,,,
10,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6365,0.3028430160692212,0.6004901960784313,0.4026294165981923,0.6231094196472559,0.2021588467263063,0.6799484555128583,1028,564,163,245,ok,0.7463685999973677,4,Bank Customer Churn,,,,
11,RandomForest,classical,PCA,default,1200,2000,5.00003807246685e-07,{},0.674,0.3377659574468085,0.6225490196078431,0.4379310344827586,0.6548674746280422,0.2576769744160249,0.7112169302394324,1094,498,154,254,ok,0.7523904999834485,4,Bank Customer Churn,,,,
12,RandomForest,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.643,0.3054499366286438,0.5921375921375921,0.403010033444816,0.6240662850832341,0.2043987772032163,0.6680918206341935,1045,548,166,241,ok,0.7900213000248186,4,Bank Customer Churn,,,,
13,RandomForest,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6685,0.3328981723237598,0.6265356265356266,0.4347826086956521,0.6528786105057292,0.2532269069587599,0.7180354468490061,1082,511,152,255,ok,0.7357413999852724,4,Bank Customer Churn,,,,
14,RandomForest,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6205,0.2967667436489607,0.6314496314496314,0.403770620581304,0.6245760398302771,0.2024436392196728,0.6643176304193252,984,609,150,257,ok,0.7532594999647699,4,Bank Customer Churn,,,,
0,MLP,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.5955,0.2935118434603501,0.6985294117647058,0.4133430021754894,0.6338124445758202,0.2157798124732967,0.6861344097940684,906,686,123,285,ok,0.8189766999566928,4,Bank Customer Churn,,,,
1,MLP,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.601,0.2794117647058823,0.6053921568627451,0.3823529411764705,0.6026332643610208,0.1665564752185872,0.6492188269780274,955,637,161,247,ok,0.8724220000440255,4,Bank Customer Churn,,,,
2,MLP,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.6645,0.33248730964467,0.6437346437346437,0.4384937238493724,0.6567700211768008,0.2583352598535648,0.7000359373240729,1067,526,145,262,ok,0.6246406999998726,4,Bank Customer Churn,,,,
3,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6495,0.3100775193798449,0.5896805896805897,0.4064352243861134,0.6272320085879408,0.2103370391054179,0.6798894426013069,1059,534,167,240,ok,0.813074300007429,4,Bank Customer Churn,,,,
4,MLP,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.652,0.2973352033660589,0.5208845208845209,0.3785714285714285,0.6031917896324677,0.173478714053306,0.6468764604357824,1092,501,195,212,ok,0.704552799987141,4,Bank Customer Churn,,,,
5,MLP,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.6055,0.282782212086659,0.6078431372549019,0.3859922178988327,0.6063713173711696,0.1727692595454771,0.639319452655434,963,629,160,248,ok,0.7261535000288859,4,Bank Customer Churn,,,,
6,MLP,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.6775,0.3378932968536252,0.6053921568627451,0.4337137840210711,0.6506860281801162,0.2521825867534623,0.6996148019509312,1108,484,161,247,ok,0.7442745000007562,4,Bank Customer Churn,,,,
7,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.677,0.3378561736770692,0.6117936117936118,0.4353146853146853,0.6527266866249917,0.2549262743052397,0.722131993318434,1105,488,158,249,ok,0.8177034999825992,4,Bank Customer Churn,,,,
8,MLP,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.6595,0.3291770573566084,0.6486486486486487,0.4367245657568238,0.6554605452910538,0.2554110495479067,0.7007176668193618,1055,538,143,264,ok,0.8435404999763705,4,Bank Customer Churn,,,,
9,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6745,0.3512195121951219,0.7076167076167076,0.4694376528117359,0.686827813946458,0.3058642301029113,0.7315250535589518,1061,532,119,288,ok,0.8302766000269912,4,Bank Customer Churn,,,,
10,MLP,classical,PCA,default,1200,2000,5.00003807246685e-07,{},0.623,0.2925659472422062,0.5980392156862745,0.392914653784219,0.6137181003054488,0.1858783909811566,0.6674272095772982,1002,590,164,244,ok,0.842406400013715,4,Bank Customer Churn,,,,
11,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.698,0.3571428571428571,0.6004901960784313,0.4478976234003656,0.6617400729135876,0.2745930259954907,0.7001043822051434,1151,441,163,245,ok,0.852011599985417,4,Bank Customer Churn,,,,
12,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6465,0.3010610079575597,0.5577395577395577,0.3910422049956933,0.6134586049840287,0.1885071526307127,0.6537585351144672,1066,527,180,227,ok,0.8205218999646604,4,Bank Customer Churn,,,,
13,MLP,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.654,0.3293413173652694,0.6756756756756757,0.4428341384863124,0.6620688485095265,0.2646235152210308,0.7138077985535614,1033,560,132,275,ok,0.8250427999882959,4,Bank Customer Churn,,,,
14,MLP,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.632,0.3149606299212598,0.687960687960688,0.4320987654320987,0.6528315680858054,0.2476510920001139,0.7054265359350105,984,609,127,280,ok,0.7849894000100903,4,Bank Customer Churn,,,,
0,XGBoost,classical,PCA,default,1200,2000,1.9994331523776054e-07,{},0.6145,0.2810615199034982,0.571078431372549,0.3767178658043654,0.5983532860380333,0.1609032330845472,0.6518406985909942,996,596,175,233,ok,0.9739825000287964,4,Bank Customer Churn,,,,
1,XGBoost,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6195,0.2954808806488992,0.625,0.4012588512981904,0.6215452261306533,0.1977806886223089,0.6905583370282787,984,608,153,255,ok,0.9855467000161298,4,Bank Customer Churn,,,,
2,XGBoost,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.5805,0.2641921397379912,0.5945945945945946,0.3658352229780801,0.5857467637128655,0.1385767743214383,0.6289347899517391,919,674,165,242,ok,1.0729323999839837,4,Bank Customer Churn,,,,
3,XGBoost,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6385,0.3096385542168675,0.6314496314496314,0.4155214227970897,0.6358754748585257,0.222046629853075,0.6866026272805934,1020,573,150,257,ok,1.0481779999681748,4,Bank Customer Churn,,,,
4,XGBoost,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.5725,0.2586206896551724,0.5896805896805897,0.3595505617977528,0.5788955365226551,0.1273843693380597,0.613502562655105,905,688,167,240,ok,1.0317833999870345,4,Bank Customer Churn,,,,
5,XGBoost,classical,PCA,default,1200,2000,3.999448381364346e-07,{},0.591,0.2680995475113122,0.5808823529411765,0.3668730650154799,0.5872376588826486,0.1415720045569727,0.6324045164548231,945,647,171,237,ok,1.0000195000320673,4,Bank Customer Churn,,,,
6,XGBoost,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.603,0.2718676122931442,0.5637254901960784,0.3668261562998405,0.5883954084146221,0.1442026461028957,0.6270868743225934,976,616,178,230,ok,1.0544889000011608,4,Bank Customer Churn,,,,
7,XGBoost,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6355,0.3002481389578164,0.5945945945945946,0.3990107172300082,0.6202728151880694,0.1974389716507599,0.6921790820095904,1029,564,165,242,ok,0.8885161000071093,4,Bank Customer Churn,,,,
8,XGBoost,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.565,0.2360319270239452,0.5085995085995086,0.322429906542056,0.5440047134962389,0.0714076286714647,0.5807224790275638,923,670,200,207,ok,0.9590892000123858,4,Bank Customer Churn,,,,
9,XGBoost,classical,PCA,default,1200,2000,2.00001522898674e-07,{},0.6005,0.2741935483870967,0.5847665847665847,0.3733333333333333,0.5946431793889421,0.1537592788620796,0.6290227052938917,963,630,169,238,ok,1.028964700002689,4,Bank Customer Churn,,,,
10,XGBoost,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.641,0.3118932038834951,0.6299019607843137,0.4172077922077922,0.6368730909449207,0.2241209305755625,0.6942963900384275,1025,567,151,257,ok,1.0363256999989972,4,Bank Customer Churn,,,,
11,XGBoost,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.633,0.31002331002331,0.6519607843137255,0.4202211690363349,0.6400507439156568,0.2280553857910799,0.6805057764311755,1000,592,142,266,ok,1.0455187000334265,4,Bank Customer Churn,,,,
12,XGBoost,classical,PCA,default,1200,2000,1.00000761449337e-07,{},0.603,0.2715466351829988,0.5651105651105651,0.3668261562998405,0.5888955210989109,0.1448633784526723,0.6187335255131865,976,617,177,230,ok,0.9589539999724366,4,Bank Customer Churn,,,,
13,XGBoost,classical,PCA,default,1200,2000,3.00002284348011e-07,{},0.6155,0.2909930715935335,0.6191646191646192,0.3959151610369206,0.6168641677116253,0.1899113781281851,0.6389147236604864,979,614,155,252,ok,1.0459937999839894,4,Bank Customer Churn,,,,
14,XGBoost,classical,PCA,default,1200,2000,4.00003045797348e-07,{},0.5665,0.262396694214876,0.6240786240786241,0.3694545454545455,0.587933850645715,0.1416816651333214,0.612678934712833,879,714,153,254,ok,1.023515300010331,4,Bank Customer Churn,,,,
0,VQC,quantum,PCA,default,1200,2000,1.00000761449337e-07,{},0.498,0.2334525939177102,0.6397058823529411,0.3420707732634338,0.5506946497191841,0.0822883854278666,0.5699391565671494,735,857,147,261,ok,25.16150069999276,4,Bank Customer Churn,,,,
1,VQC,quantum,PCA,default,1200,2000,2.00001522898674e-07,{},0.449,0.2103505843071786,0.6176470588235294,0.3138231631382316,0.5117129766479456,0.0192611978883383,0.5195847497290373,646,946,156,252,ok,25.493006300006527,4,Bank Customer Churn,,,,
2,VQC,quantum,PCA,default,1200,2000,2.00001522898674e-07,{},0.4955,0.1996007984031936,0.4914004914004914,0.2838892831795599,0.4939739431264855,-0.0097044110342492,0.5057075565550142,791,802,207,200,ok,25.48575320001692,4,Bank Customer Churn,,,,
3,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.5405,0.2149220489977728,0.4742014742014742,0.2957854406130268,0.5158201344642023,0.0256103959580982,0.5375683850260122,888,705,214,193,ok,25.125033899967093,4,Bank Customer Churn,,,,
4,VQC,quantum,PCA,default,1200,2000,9.994255378842355e-08,{},0.5125,0.2253384912959381,0.5724815724815725,0.3233865371269951,0.5348283568622552,0.0561202040355011,0.5363822990941636,792,801,174,233,ok,25.50222380005289,4,Bank Customer Churn,,,,
5,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.465,0.2190152801358234,0.6323529411764706,0.3253467843631778,0.5272317469701449,0.0446065420962427,0.5211273893979702,672,920,150,258,ok,25.480227400024887,4,Bank Customer Churn,,,,
6,VQC,quantum,PCA,default,1200,2000,2.00001522898674e-07,{},0.529,0.2122844827586207,0.4828431372549019,0.2949101796407186,0.5118361414917726,0.0191280358157496,0.4995258153512661,861,731,211,197,ok,25.362780800031032,4,Bank Customer Churn,,,,
7,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.595,0.2379713914174252,0.4496314496314496,0.3112244897959184,0.5408860324114562,0.0676733787822878,0.5612607985489342,1007,586,224,183,ok,25.00878679996822,4,Bank Customer Churn,,,,
8,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.4975,0.2296564195298372,0.6240786240786241,0.3357567746199603,0.5446193497040955,0.0722623368320202,0.5515083650676871,741,852,153,254,ok,24.893325300014112,4,Bank Customer Churn,,,,
9,VQC,quantum,PCA,default,1200,2000,4.00003045797348e-07,{},0.526,0.2324431256181998,0.5773955773955773,0.3314527503526093,0.5451321891999859,0.0726854970545078,0.5448946635387313,817,776,172,235,ok,25.239808799989987,4,Bank Customer Churn,,,,
10,VQC,quantum,PCA,default,1200,2000,5.00003807246685e-07,{},0.522,0.2103594080338266,0.4877450980392157,0.293943870014771,0.5092619962557887,0.0149510032661828,0.5193107079515222,845,747,209,199,ok,25.223703800002117,4,Bank Customer Churn,,,,
11,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.583,0.2357320099255583,0.4656862745098039,0.3130148270181219,0.5393758005714848,0.064698069389932,0.5599905163070252,976,616,218,190,ok,25.451125500025228,4,Bank Customer Churn,,,,
12,VQC,quantum,PCA,default,1200,2000,2.999440766870976e-07,{},0.4785,0.2098540145985401,0.5651105651105651,0.3060545575515635,0.5107410954868582,0.0173777751368558,0.5254669152974237,727,866,177,230,ok,25.46954840002581,4,Bank Customer Churn,,,,
13,VQC,quantum,PCA,default,1200,2000,4.00003045797348e-07,{},0.6,0.236241610738255,0.4324324324324324,0.3055555555555556,0.5376223681308427,0.0626586765314567,0.5467146653587331,1024,569,231,176,ok,24.92334480001591,4,Bank Customer Churn,,,,
14,VQC,quantum,PCA,default,1200,2000,3.00002284348011e-07,{},0.573,0.2188679245283019,0.4275184275184275,0.2895174708818636,0.5188439595219256,0.0310048877285771,0.5274319003132563,972,621,233,174,ok,25.420380600029603,4,Bank Customer Churn,,,,
0,QNN,quantum,PCA,default,1200,2000,2.00001522898674e-07,{},0.6695,0.3302013422818792,0.6029411764705882,0.4267129228100607,0.6447494827076559,0.2412951706972128,0.6942124839885703,1093,499,162,246,ok,32.107863000012,4,Bank Customer Churn,,,,
