optimizer,step,progress,loss,final_loss_full,final_f1,n_steps,step_unit,n_parameters
COBYLA,233,0.38898163606010017,0.6478130357196981,,,,,
COBYLA,234,0.39065108514190316,0.647505778997116,,,,,
COBYLA,235,0.39232053422370616,0.6477371724484281,,,,,
COBYLA,236,0.39398998330550916,0.6460669397277121,,,,,
COBYLA,237,0.39565943238731216,0.646639217722624,,,,,
COBYLA,238,0.3973288814691152,0.6452303733883223,,,,,
COBYLA,239,0.3989983305509182,0.6451407713700494,,,,,
COBYLA,240,0.4006677796327212,0.6445510362840401,,,,,
COBYLA,241,0.4023372287145242,0.6444049043504494,,,,,
COBYLA,242,0.4040066777963272,0.645741789831088,,,,,
COBYLA,243,0.4056761268781302,0.6442480985952718,,,,,
COBYLA,244,0.4073455759599332,0.6459993467639336,,,,,
COBYLA,245,0.4090150250417362,0.6443257733660254,,,,,
COBYLA,246,0.41068447412353926,0.6453845303706973,,,,,
COBYLA,247,0.41235392320534225,0.6442332577401854,,,,,
COBYLA,248,0.41402337228714525,0.644456963998932,,,,,
COBYLA,249,0.41569282136894825,0.6441221391858701,,,,,
COBYLA,250,0.41736227045075125,0.6475650795884593,,,,,
COBYLA,251,0.41903171953255425,0.6439963253488169,,,,,
COBYLA,252,0.42070116861435725,0.6439253804769646,,,,,
COBYLA,253,0.42237061769616024,0.6452303427397785,,,,,
COBYLA,254,0.4240400667779633,0.6459169324595047,,,,,
COBYLA,255,0.4257095158597663,0.6455549380260867,,,,,
COBYLA,256,0.4273789649415693,0.6436505595191927,,,,,
COBYLA,257,0.4290484140233723,0.6446282069328828,,,,,
COBYLA,258,0.4307178631051753,0.644085658469717,,,,,
COBYLA,259,0.4323873121869783,0.6459799576377239,,,,,
COBYLA,260,0.4340567612687813,0.6436043672528788,,,,,
COBYLA,261,0.4357262103505843,0.644020132122096,,,,,
COBYLA,262,0.4373956594323873,0.6406462676703921,,,,,
COBYLA,263,0.43906510851419034,0.6404413437865741,,,,,
COBYLA,264,0.44073455759599334,0.6398589287836027,,,,,
COBYLA,265,0.44240400667779634,0.6398984640470016,,,,,
COBYLA,266,0.44407345575959933,0.6396691579169032,,,,,
COBYLA,267,0.44574290484140233,0.639669157916903,,,,,
COBYLA,268,0.44741235392320533,0.6395195171172336,,,,,
COBYLA,269,0.44908180300500833,0.6399934701895017,,,,,
COBYLA,270,0.4507512520868113,0.6422304600452776,,,,,
COBYLA,271,0.4524207011686144,0.6401899456581833,,,,,
COBYLA,272,0.4540901502504174,0.6404819481491448,,,,,
COBYLA,273,0.4557595993322204,0.6392125479743971,,,,,
COBYLA,274,0.4574290484140234,0.6404357267093101,,,,,
COBYLA,275,0.4590984974958264,0.6389177258303519,,,,,
COBYLA,276,0.4607679465776294,0.6378860904861137,,,,,
COBYLA,277,0.46243739565943237,0.6390066934360823,,,,,
COBYLA,278,0.46410684474123537,0.6398801822930933,,,,,
COBYLA,279,0.4657762938230384,0.6381399274955256,,,,,
COBYLA,280,0.4674457429048414,0.6388429718175308,,,,,
COBYLA,281,0.4691151919866444,0.6381391347445456,,,,,
COBYLA,282,0.4707846410684474,0.6388651233024014,,,,,
COBYLA,283,0.4724540901502504,0.6379732169054815,,,,,
COBYLA,284,0.4741235392320534,0.6382264691718208,,,,,
COBYLA,285,0.4757929883138564,0.6379576830993341,,,,,
COBYLA,286,0.4774624373956594,0.6389095401031104,,,,,
COBYLA,287,0.4791318864774624,0.6384128315421035,,,,,
COBYLA,288,0.48080133555926546,0.6395080136400002,,,,,
COBYLA,289,0.48247078464106846,0.6378235083592841,,,,,
COBYLA,290,0.48414023372287146,0.6394753616766284,,,,,
COBYLA,291,0.48580968280467446,0.6378165569483765,,,,,
COBYLA,292,0.48747913188647746,0.6388441554855424,,,,,
COBYLA,293,0.48914858096828046,0.6389514387815113,,,,,
COBYLA,294,0.49081803005008345,0.6393624238204474,,,,,
COBYLA,295,0.49248747913188645,0.6381403909538576,,,,,
COBYLA,296,0.4941569282136895,0.6394382858176147,,,,,
COBYLA,297,0.4958263772954925,0.6374202146501348,,,,,
COBYLA,298,0.4974958263772955,0.6464188270540845,,,,,
COBYLA,299,0.4991652754590985,0.6372058166917145,,,,,
COBYLA,300,0.5008347245409015,0.6386555245188444,,,,,
COBYLA,301,0.5025041736227045,0.637383304117432,,,,,
COBYLA,302,0.5041736227045075,0.6406525955572749,,,,,
COBYLA,303,0.5058430717863105,0.6370047757632823,,,,,
COBYLA,304,0.5075125208681135,0.6386073774350683,,,,,
COBYLA,305,0.5091819699499165,0.6368528629999238,,,,,
COBYLA,306,0.5108514190317195,0.637389641365574,,,,,
COBYLA,307,0.5125208681135225,0.6370503606884416,,,,,
COBYLA,308,0.5141903171953256,0.6378501336679963,,,,,
COBYLA,309,0.5158597662771286,0.6371489991501043,,,,,
COBYLA,310,0.5175292153589316,0.637525399194554,,,,,
COBYLA,311,0.5191986644407346,0.6371884300757068,,,,,
COBYLA,312,0.5208681135225376,0.6385231793504713,,,,,
COBYLA,313,0.5225375626043406,0.6372955115779765,,,,,
COBYLA,314,0.5242070116861436,0.6374898399068819,,,,,
COBYLA,315,0.5258764607679466,0.6368338110788623,,,,,
COBYLA,316,0.5275459098497496,0.6368338110788622,,,,,
COBYLA,317,0.5292153589315526,0.6369598192703994,,,,,
COBYLA,318,0.5308848080133556,0.6369923666250931,,,,,
COBYLA,319,0.5325542570951586,0.6371749217954007,,,,,
COBYLA,320,0.5342237061769616,0.637058691749945,,,,,
COBYLA,321,0.5358931552587646,0.6377920064421465,,,,,
COBYLA,322,0.5375626043405676,0.6367694313448086,,,,,
COBYLA,323,0.5392320534223706,0.6371307103724313,,,,,
COBYLA,324,0.5409015025041736,0.6368769271669649,,,,,
COBYLA,325,0.5425709515859767,0.6366273324763707,,,,,
COBYLA,326,0.5442404006677797,0.6367027885295163,,,,,
COBYLA,327,0.5459098497495827,0.6376950365304758,,,,,
COBYLA,328,0.5475792988313857,0.6372834511348027,,,,,
COBYLA,329,0.5492487479131887,0.6369840979288992,,,,,
COBYLA,330,0.5509181969949917,0.6366080610406425,,,,,
COBYLA,331,0.5525876460767947,0.6356298274466851,,,,,
COBYLA,332,0.5542570951585977,0.6360621848313895,,,,,
COBYLA,333,0.5559265442404007,0.6358000221313763,,,,,
COBYLA,334,0.5575959933222037,0.6364522403596033,,,,,
COBYLA,335,0.5592654424040067,0.6354555850846239,,,,,
COBYLA,336,0.5609348914858097,0.6354987935013916,,,,,
COBYLA,337,0.5626043405676127,0.635582105899753,,,,,
COBYLA,338,0.5642737896494157,0.6355217322384962,,,,,
COBYLA,339,0.5659432387312187,0.6354874843178615,,,,,
COBYLA,340,0.5676126878130217,0.6360008938673876,,,,,
COBYLA,341,0.5692821368948247,0.6353487676569763,,,,,
COBYLA,342,0.5709515859766278,0.6359642453606973,,,,,
COBYLA,343,0.5726210350584308,0.6352824013453607,,,,,
COBYLA,344,0.5742904841402338,0.6352325699360548,,,,,
COBYLA,345,0.5759599332220368,0.6352677106306264,,,,,
COBYLA,346,0.5776293823038398,0.6351488042485975,,,,,
COBYLA,347,0.5792988313856428,0.634966608420981,,,,,
COBYLA,348,0.5809682804674458,0.6349969097772444,,,,,
COBYLA,349,0.5826377295492488,0.6348666427018854,,,,,
COBYLA,350,0.5843071786310517,0.6354777735459489,,,,,
COBYLA,351,0.5859766277128547,0.6348042521119992,,,,,
COBYLA,352,0.5876460767946577,0.6349168657379937,,,,,
COBYLA,353,0.5893155258764607,0.6349417750325407,,,,,
COBYLA,354,0.5909849749582637,0.6352532125336076,,,,,
COBYLA,355,0.5926544240400667,0.6345974740560921,,,,,
COBYLA,356,0.5943238731218697,0.6347980611402839,,,,,
COBYLA,357,0.5959933222036727,0.6346198699083346,,,,,
COBYLA,358,0.5976627712854758,0.6345146887378829,,,,,
COBYLA,359,0.5993322203672788,0.6345294340699591,,,,,
COBYLA,360,0.6010016694490818,0.6347120778518233,,,,,
COBYLA,361,0.6026711185308848,0.634514688737883,,,,,
COBYLA,362,0.6043405676126878,0.6347283782617434,,,,,
COBYLA,363,0.6060100166944908,0.6348181522882419,,,,,
COBYLA,364,0.6076794657762938,0.6345680039436129,,,,,
COBYLA,365,0.6093489148580968,0.6346416756211845,,,,,
COBYLA,366,0.6110183639398998,0.634524881571878,,,,,
COBYLA,367,0.6126878130217028,0.6348575724035604,,,,,
COBYLA,368,0.6143572621035058,0.6344382822887307,,,,,
COBYLA,369,0.6160267111853088,0.6344424915669904,,,,,
COBYLA,370,0.6176961602671118,0.63643052114846,,,,,
COBYLA,371,0.6193656093489148,0.6345276069611717,,,,,
COBYLA,372,0.6210350584307178,0.6356058991791924,,,,,
COBYLA,373,0.6227045075125208,0.6343942638136003,,,,,
COBYLA,374,0.6243739565943238,0.6349199702999235,,,,,
COBYLA,375,0.6260434056761269,0.6348314292739079,,,,,
COBYLA,376,0.6277128547579299,0.6344302861552915,,,,,
COBYLA,377,0.6293823038397329,0.6345801566215372,,,,,
COBYLA,378,0.6310517529215359,0.6346896487082212,,,,,
COBYLA,379,0.6327212020033389,0.6343895062532372,,,,,
COBYLA,380,0.6343906510851419,0.6345726355683184,,,,,
COBYLA,381,0.6360601001669449,0.6345178093787174,,,,,
COBYLA,382,0.6377295492487479,0.6346962046594795,,,,,
COBYLA,383,0.6393989983305509,0.634360097400212,,,,,
COBYLA,384,0.6410684474123539,0.6345183584468445,,,,,
COBYLA,385,0.6427378964941569,0.6345008309656692,,,,,
COBYLA,386,0.6444073455759599,0.6344848312136455,,,,,
COBYLA,387,0.6460767946577629,0.6344720511116642,,,,,
COBYLA,388,0.6477462437395659,0.6352410016955998,,,,,
COBYLA,389,0.6494156928213689,0.6344443997180703,,,,,
