fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,dataset,inner_f1,n_evaluations,convergence,stopped_early
5,MLP,classical,LDA,default,1200,2000,2.00001522898674e-07,{},0.714,0.3854748603351955,0.6764705882352942,0.491103202846975,0.7000443393437777,0.3362937937445259,0.7658513154005321,1152,440,132,276,ok,0.0649239000049419,1,Bank Customer Churn,,,,
6,MLP,classical,LDA,default,1200,2000,3.00002284348011e-07,{},0.708,0.3883248730964467,0.75,0.5117056856187291,0.7236180904522613,0.3688282048622684,0.7755597842151936,1110,482,102,306,ok,0.1247800999553874,1,Bank Customer Churn,,,,
7,MLP,classical,LDA,default,1200,2000,2.00001522898674e-07,{},0.7575,0.4285714285714285,0.5749385749385749,0.4910807974816369,0.6895408505577997,0.3425779362233302,0.7585150635998094,1281,312,173,234,ok,0.1292184999911114,1,Bank Customer Churn,,,,
8,MLP,classical,LDA,default,1200,2000,2.00001522898674e-07,{},0.7205,0.388235294117647,0.6486486486486487,0.4857405703771849,0.6937530751090073,0.329338323403158,0.7538077368585844,1177,416,143,264,ok,0.0920155000058002,1,Bank Customer Churn,,,,
9,MLP,classical,LDA,default,1200,2000,3.00002284348011e-07,{},0.733,0.4006259780907668,0.628992628992629,0.4894837476099426,0.6942828807235587,0.3354981508523467,0.7530843632538547,1210,383,151,256,ok,0.12418310000794,1,Bank Customer Churn,,,,
10,MLP,classical,LDA,default,1200,2000,3.00002284348011e-07,{},0.6905,0.3649167733674776,0.6985294117647058,0.479394449116905,0.6934858114099911,0.3196342888936276,0.7686271430682825,1096,496,123,285,ok,0.0905406000092625,1,Bank Customer Churn,,,,
11,MLP,classical,LDA,default,1200,2000,3.00002284348011e-07,{},0.7075,0.3733905579399141,0.6397058823529411,0.4715447154471545,0.6822901271061188,0.3081183194950189,0.7528404892107597,1154,438,147,261,ok,0.0844215000397525,1,Bank Customer Churn,,,,
12,MLP,classical,LDA,default,1200,2000,4.00003045797348e-07,{},0.6925,0.3594594594594594,0.6535626535626535,0.4638186573670445,0.6780054322427204,0.2968706147194089,0.7508278694719374,1119,474,141,266,ok,0.1156966999988071,1,Bank Customer Churn,,,,
13,MLP,classical,LDA,default,1200,2000,3.00002284348011e-07,{},0.7125,0.377906976744186,0.6388206388206388,0.4748858447488584,0.6850725918522529,0.3137011123274736,0.742077979366115,1165,428,147,260,ok,0.102326099993661,1,Bank Customer Churn,,,,
14,MLP,classical,LDA,default,1200,2000,4.00003045797348e-07,{},0.678,0.3577430972388956,0.7321867321867321,0.4806451612903226,0.6981712066457829,0.3236813771621079,0.7631267631267631,1058,535,109,298,ok,0.1190040999790653,1,Bank Customer Churn,,,,
