fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,balance,dataset
0,VQC,quantum,LDA,default,1200,905,1.00000761449337e-07,{},0.8685082872928177,0.3157894736842105,0.11428571428571428,0.16783216783216784,0.5408928571428572,0.13059175158930236,0.6745952380952381,774,26,93,12,ok,14.151686900004279,1,none,Bank Marketing
1,VQC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6498076923076922,800,0,104,0,ok,14.260573100007605,1,none,Bank Marketing
2,VQC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8772123893805309,0.4,0.1346153846153846,0.2014388489208633,0.5541826923076923,0.17922901973577432,0.6290264423076923,779,21,90,14,ok,13.876121699984651,1,none,Bank Marketing
3,VQC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6888221153846155,800,0,104,0,ok,14.41750999999931,1,none,Bank Marketing
4,VQC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6543749999999999,800,0,104,0,ok,14.092003200028557,1,none,Bank Marketing
5,VQC,quantum,LDA,default,1200,905,1.00000761449337e-07,{},0.8839779005524862,0.0,0.0,0.0,0.5,0.0,0.6143333333333333,800,0,105,0,ok,14.3889261999866,1,none,Bank Marketing
6,VQC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8761061946902655,0.3333333333333333,0.07692307692307693,0.125,0.5284615384615384,0.11298039106220496,0.6380408653846154,784,16,96,8,ok,14.450385799980722,1,none,Bank Marketing
7,VQC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8893805309734514,0.7,0.0673076923076923,0.12280701754385964,0.5317788461538462,0.19389250606040564,0.6665985576923077,797,3,97,7,ok,14.259812199976295,1,none,Bank Marketing
8,VQC,quantum,LDA,default,1200,904,4.00003045797348e-07,{},0.8772123893805309,0.425531914893617,0.19230769230769232,0.26490066225165565,0.5792788461538462,0.22788179913128023,0.6731009615384617,773,27,84,20,ok,14.20389610005077,1,none,Bank Marketing
9,VQC,quantum,LDA,default,1200,904,4.00003045797348e-07,{},0.875,0.23529411764705882,0.038461538461538464,0.06611570247933884,0.5111057692307692,0.05217398790001596,0.6338822115384615,787,13,100,4,ok,14.152750999957789,1,none,Bank Marketing
10,VQC,quantum,LDA,default,1200,905,3.00002284348011e-07,{},0.8861878453038674,0.5357142857142857,0.14285714285714285,0.22556390977443608,0.5633035714285715,0.2341634126835792,0.6750595238095238,787,13,90,15,ok,14.168739599990658,1,none,Bank Marketing
11,VQC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8772123893805309,0.3333333333333333,0.0673076923076923,0.112,0.5249038461538462,0.10550379568788196,0.7133653846153846,786,14,97,7,ok,14.313617400010116,1,none,Bank Marketing
12,VQC,quantum,LDA,default,1200,904,4.00003045797348e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6425240384615385,800,0,104,0,ok,14.454629999992903,1,none,Bank Marketing
13,VQC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6725120192307692,800,0,104,0,ok,14.11398049996933,1,none,Bank Marketing
14,VQC,quantum,LDA,default,1200,904,1.00000761449337e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6436298076923077,800,0,104,0,ok,14.293175800004974,1,none,Bank Marketing
0,QSVC,quantum,LDA,default,1200,905,9.994255378842354e-08,{},0.8784530386740331,0.41935483870967744,0.12380952380952381,0.19117647058823528,0.5506547619047619,0.17838295494776,0.6249523809523809,782,18,92,13,ok,6.258339599997271,1,none,Bank Marketing
1,QSVC,quantum,LDA,default,1200,904,1.00000761449337e-07,{},0.8871681415929203,0.75,0.028846153846153848,0.05555555555555555,0.5137980769230769,0.13266579693053396,0.5554447115384615,799,1,101,3,ok,6.11068179999711,1,none,Bank Marketing
2,QSVC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.5735576923076924,800,0,104,0,ok,6.147990299970843,1,none,Bank Marketing
3,QSVC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.5068269230769231,800,0,104,0,ok,6.172975299996324,1,none,Bank Marketing
4,QSVC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.3937980769230769,800,0,104,0,ok,5.890551700023934,1,none,Bank Marketing
5,QSVC,quantum,LDA,default,1200,905,2.00001522898674e-07,{},0.8839779005524862,0.0,0.0,0.0,0.5,0.0,0.4781309523809524,800,0,105,0,ok,5.950804100022651,1,none,Bank Marketing
6,QSVC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6401923076923077,800,0,104,0,ok,6.062574399984442,1,none,Bank Marketing
7,QSVC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.4034134615384615,800,0,104,0,ok,5.856779300025664,1,none,Bank Marketing
8,QSVC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.38295673076923076,800,0,104,0,ok,6.069441200001165,1,none,Bank Marketing
9,QSVC,quantum,LDA,default,1200,904,1.00000761449337e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.5760817307692309,800,0,104,0,ok,5.733853199984878,1,none,Bank Marketing
10,QSVC,quantum,LDA,default,1200,905,3.00002284348011e-07,{},0.8839779005524862,0.0,0.0,0.0,0.5,0.0,0.5659642857142857,800,0,105,0,ok,6.2399597999756224,1,none,Bank Marketing
11,QSVC,quantum,LDA,default,1200,904,4.00003045797348e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.4828365384615385,800,0,104,0,ok,6.16258280002512,1,none,Bank Marketing
12,QSVC,quantum,LDA,default,1200,904,3.00002284348011e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.6867788461538461,800,0,104,0,ok,5.843082599982154,1,none,Bank Marketing
13,QSVC,quantum,LDA,default,1200,904,5.00003807246685e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.4174038461538462,800,0,104,0,ok,6.126377300010063,1,none,Bank Marketing
14,QSVC,quantum,LDA,default,1200,904,2.00001522898674e-07,{},0.8849557522123894,0.0,0.0,0.0,0.5,0.0,0.3660817307692308,800,0,104,0,ok,6.17752249998739,1,none,Bank Marketing
0,RandomForest,classical,LDA,default,1200,905,1.00000761449337e-07,{},0.8220994475138121,0.22,0.20952380952380953,0.2146341463414634,0.5560119047619048,0.11443319934914034,0.617,722,78,83,22,ok,0.7394861000357196,1,none,Bank Marketing
1,RandomForest,classical,LDA,default,1200,904,2.00001522898674e-07,{},0.8141592920353983,0.23770491803278687,0.27884615384615385,0.25663716814159293,0.5812980769230769,0.15184085465738076,0.6162199519230769,707,93,75,29,ok,0.7955383000080474,1,none,Bank Marketing
2,RandomForest,classical,LDA,default,1200,904,1.00000761449337e-07,{},0.8230088495575221,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.5653846153846154,0.13076923076923078,0.6248557692307691,720,80,80,24,ok,0.8217454999685287,1,none,Bank Marketing
3,RandomForest,classical,LDA,default,1200,904,2.00001522898674e-07,{},0.8351769911504425,0.25806451612903225,0.23076923076923078,0.2436548223350254,0.5722596153846153,0.1517872885595565,0.6332632211538463,731,69,80,24,ok,0.7935634999885224,1,none,Bank Marketing
4,RandomForest,classical,LDA,default,1200,904,2.00001522898674e-07,{},0.8329646017699115,0.2761904761904762,0.27884615384615385,0.27751196172248804,0.591923076923077,0.1830830642578163,0.649471153846154,724,76,75,29,ok,0.7707494999631308,1,none,Bank Marketing
5,RandomForest,classical,LDA,default,1200,905,3.00002284348011e-07,{},0.8375690607734807,0.2980769230769231,0.29523809523809524,0.2966507177033493,0.6019940476190476,0.20483847695448917,0.6786011904761904,727,73,74,31,ok,0.7575357999885455,1,none,Bank Marketing
6,RandomForest,classical,LDA,default,1200,904,2.00001522898674e-07,{},0.8296460176991151,0.25961538461538464,0.25961538461538464,0.25961538461538464,0.5816826923076923,0.1633653846153846,0.6394591346153846,723,77,77,27,ok,0.7439413999672979,1,none,Bank Marketing
7,RandomForest,classical,LDA,default,1200,904,4.00003045797348e-07,{},0.8362831858407079,0.23170731707317074,0.18269230769230768,0.20430107526881722,0.5519711538461538,0.11548117200572101,0.5902403846153846,737,63,85,19,ok,0.68702910002321,1,none,Bank Marketing
8,RandomForest,classical,LDA,default,1200,904,4.00003045797348e-07,{},0.8407079646017699,0.29591836734693877,0.27884615384615385,0.2871287128712871,0.5962980769230769,0.19766451646133523,0.6955228365384614,731,69,75,29,ok,0.7920696999644861,1,none,Bank Marketing
9,RandomForest,classical,LDA,default,1200,904,4.00003045797348e-07,{},0.8307522123893806,0.23655913978494625,0.21153846153846154,0.2233502538071066,0.5613942307692308,0.1289636510249858,0.6541646634615383,729,71,82,22,ok,0.7619618999888189,1,none,Bank Marketing
10,RandomForest,classical,LDA,default,1200,905,3.00002284348011e-07,{},0.8088397790055248,0.23015873015873015,0.2761904761904762,0.2510822510822511,0.5774702380952381,0.14333443142387636,0.603577380952381,703,97,76,29,ok,0.758198200026527,1,none,Bank Marketing
11,RandomForest,classical,LDA,default,1200,904,5.00003807246685e-07,{},0.8108407079646017,0.16161616161616163,0.15384615384615385,0.15763546798029557,0.525048076923077,0.051185919539740554,0.6067427884615385,717,83,88,16,ok,0.7633375999866985,1,none,Bank Marketing
12,RandomForest,classical,LDA,default,1200,904,4.00003045797348e-07,{},0.8285398230088495,0.23157894736842105,0.21153846153846154,0.22110552763819097,0.5601442307692307,0.1251553935201618,0.6170973557692307,727,73,82,22,ok,0.7354725999757648,1,none,Bank Marketing
13,RandomForest,classical,LDA,default,1200,904,5.00003807246685e-07,{},0.8351769911504425,0.26804123711340205,0.25,0.25870646766169153,0.580625,0.16624123322990608,0.6519230769230769,729,71,78,26,ok,0.7726822000113316,1,none,Bank Marketing
14,RandomForest,classical,LDA,default,1200,904,4.00003045797348e-07,{},0.8263274336283186,0.22105263157894736,0.20192307692307693,0.21105527638190955,0.5547115384615384,0.11385038994879627,0.645576923076923,726,74,83,21,ok,0.7274659999529831,1,none,Bank Marketing
