optimizer,step,progress,loss,final_loss_full,final_f1,n_steps,step_unit,n_parameters
ADAM,0,0.0,0.6958071070155107,,,,,
ADAM,1,0.034482758620689655,0.6847306993123136,,,,,
ADAM,2,0.06896551724137931,0.6741488413842596,,,,,
ADAM,3,0.10344827586206896,0.6660585233828302,,,,,
ADAM,4,0.13793103448275862,0.6612043675672344,,,,,
ADAM,5,0.1724137931034483,0.6587042450316752,,,,,
ADAM,6,0.20689655172413793,0.6640231271393676,,,,,
ADAM,7,0.2413793103448276,0.6635424319094272,,,,,
ADAM,8,0.27586206896551724,0.6586173891077494,,,,,
ADAM,9,0.3103448275862069,0.6699860842083727,,,,,
ADAM,10,0.3448275862068966,0.6603511473741593,,,,,
ADAM,11,0.3793103448275862,0.6697474675630992,,,,,
ADAM,12,0.41379310344827586,0.6627884044033829,,,,,
ADAM,13,0.4482758620689655,0.6587194246832799,,,,,
ADAM,14,0.4827586206896552,0.658016153987638,,,,,
ADAM,15,0.5172413793103449,0.6574310859419192,,,,,
ADAM,16,0.5517241379310345,0.6680114493510085,,,,,
ADAM,17,0.5862068965517241,0.6625071156729715,,,,,
ADAM,18,0.6206896551724138,0.656626861306322,,,,,
ADAM,19,0.6551724137931034,0.6556017130734718,,,,,
ADAM,20,0.6896551724137931,0.6630388041850322,,,,,
ADAM,21,0.7241379310344828,0.6546840102573229,,,,,
ADAM,22,0.7586206896551724,0.6547167345600081,,,,,
ADAM,23,0.7931034482758621,0.6608113686222742,,,,,
ADAM,24,0.8275862068965517,0.6578671987181467,,,,,
ADAM,25,0.8620689655172413,0.6522211391984929,,,,,
ADAM,26,0.896551724137931,0.6529672778160965,,,,,
ADAM,27,0.9310344827586207,0.6629397407239563,,,,,
ADAM,28,0.9655172413793104,0.6560428645501131,,,,,
ADAM,29,1.0,0.6506044558674381,,,,,
ADAM,29,1.0,0.6506044558674381,0.6530209316135039,0.5325443786982249,30.0,epoch,38.0
SPSA,0,0.0,0.7561962588427485,,,,,
SPSA,1,0.034482758620689655,0.7448253456038163,,,,,
SPSA,2,0.06896551724137931,0.74009094484472,,,,,
SPSA,3,0.10344827586206896,0.7329852667922643,,,,,
SPSA,4,0.13793103448275862,0.727285955615992,,,,,
SPSA,5,0.1724137931034483,0.7300030045307297,,,,,
SPSA,6,0.20689655172413793,0.7286690789552691,,,,,
SPSA,7,0.2413793103448276,0.7212325501582326,,,,,
SPSA,8,0.27586206896551724,0.7195010967690343,,,,,
SPSA,9,0.3103448275862069,0.7195591680041898,,,,,
SPSA,10,0.3448275862068966,0.7151978352623478,,,,,
SPSA,11,0.3793103448275862,0.721161354351196,,,,,
SPSA,12,0.41379310344827586,0.714845589985056,,,,,
SPSA,13,0.4482758620689655,0.7127891256364166,,,,,
SPSA,14,0.4827586206896552,0.7113059903504995,,,,,
SPSA,15,0.5172413793103449,0.7186725156583876,,,,,
SPSA,16,0.5517241379310345,0.7152442913379318,,,,,
SPSA,17,0.5862068965517241,0.7122396426687623,,,,,
SPSA,18,0.6206896551724138,0.7083274952342247,,,,,
SPSA,19,0.6551724137931034,0.7105999346054566,,,,,
SPSA,20,0.6896551724137931,0.7119189266583221,,,,,
SPSA,21,0.7241379310344828,0.7085193853662258,,,,,
SPSA,22,0.7586206896551724,0.7081972288872821,,,,,
SPSA,23,0.7931034482758621,0.7090226399043793,,,,,
