fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,balance,dataset
7,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.6638387155628535,0.14757878554957723,0.6167023554603854,0.23816415133347116,0.6424656571877116,0.1661307078978088,0.6982231870676452,6701,3327,358,576,ok,0.7352981999865733,1,undersample,HR Promotion
8,RandomForest,classical,LDA,default,1200,10961,1.00000761449337e-07,{},0.6423683970440653,0.14072648544623526,0.6270096463022508,0.22986247544204322,0.6354035068368055,0.15575275158828863,0.6913283214288309,6456,3572,348,585,ok,0.7160315000219271,1,undersample,HR Promotion
9,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.6357084207645288,0.13932107496463933,0.6334405144694534,0.2284057971014493,0.634679970038875,0.15432750628175215,0.6868089820100717,6377,3651,342,591,ok,0.6851780000142753,1,undersample,HR Promotion
10,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.6083743842364532,0.13014754459370184,0.632762312633833,0.2158904109589041,0.6194326122403309,0.13538060227883258,0.6865351427138915,6078,3950,343,591,ok,0.6607806999818422,1,undersample,HR Promotion
11,RandomForest,classical,LDA,default,1200,10962,4.00003045797348e-07,{},0.5670498084291188,0.12509834775767112,0.6809421841541756,0.21136590229312063,0.6186920733295809,0.1328968694856275,0.6762801308370823,5580,4448,298,636,ok,0.6798735000193119,1,undersample,HR Promotion
12,RandomForest,classical,LDA,default,1200,10962,4.00003045797348e-07,{},0.6165845648604269,0.1363737486095662,0.6563169164882227,0.22582427703076072,0.6346004207490974,0.15280611541255382,0.6950510732689369,6146,3882,321,613,ok,0.6630244000116363,1,undersample,HR Promotion
13,RandomForest,classical,LDA,default,1200,10961,1.00000761449337e-07,{},0.658699023811696,0.14055299539170507,0.5884244372990354,0.226906385616863,0.6268308863798727,0.14780474593801143,0.6864620969110713,6671,3357,384,549,ok,0.7407130000065081,1,undersample,HR Promotion
14,RandomForest,classical,LDA,default,1200,10961,4.00003045797348e-07,{},0.6374418392482438,0.130498177399757,0.5755627009646302,0.21275752773375595,0.6093808718225624,0.12607123104810786,0.6612995402797142,6450,3578,396,537,ok,0.7132187000242993,1,undersample,HR Promotion
0,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5853658536585366,0.8035714285714286,0.5294117647058824,0.6382978723404256,0.6199690402476781,0.2226224851429693,0.6965944272445821,27,11,40,45,ok,3.537278400035575,1,undersample,Loan Approval
1,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5447154471544715,0.7843137254901961,0.47058823529411764,0.5882352941176471,0.5905572755417956,0.16986475171032797,0.6529411764705882,27,11,45,40,ok,3.6535359999979846,1,undersample,Loan Approval
2,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5447154471544715,0.7058823529411765,0.5714285714285714,0.631578947368421,0.5293040293040293,0.054852128034675374,0.47588522588522586,19,20,36,48,ok,3.462020799983293,1,undersample,Loan Approval
3,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5284552845528455,0.6911764705882353,0.5595238095238095,0.618421052631579,0.5105311355311355,0.01971248351246146,0.5210622710622711,18,21,37,47,ok,3.574396100011654,1,undersample,Loan Approval
4,VQC,quantum,LDA,default,492,122,2.00001522898674e-07,{},0.6475409836065574,0.7971014492753623,0.6547619047619048,0.7189542483660131,0.643170426065163,0.2675175474361456,0.7192982456140351,24,14,29,55,ok,3.1434667999856174,1,undersample,Loan Approval
5,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.7154471544715447,0.890625,0.6705882352941176,0.7651006711409396,0.743188854489164,0.44984089136458544,0.7380804953560373,31,7,28,57,ok,3.4380832000169903,1,undersample,Loan Approval
6,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.6260162601626016,0.7532467532467533,0.6823529411764706,0.7160493827160493,0.5911764705882353,0.17413647752361142,0.5938080495356036,19,19,27,58,ok,3.375324799970258,1,undersample,Loan Approval
7,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5284552845528455,0.76,0.4523809523809524,0.5671641791044776,0.5723443223443223,0.13707553920097376,0.5311355311355311,27,12,46,38,ok,3.3623780999914743,1,undersample,Loan Approval
8,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.4715447154471545,0.6666666666666666,0.4523809523809524,0.5390070921985816,0.48260073260073255,-0.032473081998804096,0.4722222222222222,20,19,46,38,ok,3.6009655999951065,1,undersample,Loan Approval
9,VQC,quantum,LDA,default,492,122,2.00001522898674e-07,{},0.5,0.7090909090909091,0.4642857142857143,0.5611510791366906,0.5216165413533835,0.04023730629383563,0.5673558897243107,22,16,45,39,ok,3.3658533999696374,1,undersample,Loan Approval
10,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5934959349593496,0.8070175438596491,0.5411764705882353,0.647887323943662,0.6258513931888545,0.2332275707703348,0.5857585139318886,27,11,39,46,ok,3.572506299999077,1,undersample,Loan Approval
11,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5691056910569106,0.7580645161290323,0.5529411764705883,0.6394557823129252,0.5791021671826626,0.1462038727654046,0.605263157894737,23,15,38,47,ok,3.6140223999973387,1,undersample,Loan Approval
12,VQC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5609756097560976,0.7083333333333334,0.6071428571428571,0.6538461538461539,0.5343406593406593,0.06487229096374447,0.5222832722832722,18,21,33,51,ok,3.4862782999989577,1,undersample,Loan Approval
13,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.6260162601626016,0.7714285714285715,0.6428571428571429,0.7012987012987013,0.6163003663003663,0.21857277695374544,0.5906593406593407,23,16,30,54,ok,3.562488899973687,1,undersample,Loan Approval
14,VQC,quantum,LDA,default,492,122,1.9994331523776054e-07,{},0.5,0.6885245901639344,0.5,0.5793103448275863,0.5,0.0,0.5137844611528822,19,19,42,42,ok,3.3860080000013113,1,undersample,Loan Approval
0,QSVC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5609756097560976,0.7719298245614035,0.5176470588235295,0.6197183098591549,0.5877708978328173,0.1626568666996062,0.5746130030959752,25,13,41,44,ok,1.1503369999700226,1,undersample,Loan Approval
