fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,balance,dataset
10,VQC,quantum,LDA,default,1200,10962,4.00003045797348e-07,{},0.5051085568326947,0.08760330578512397,0.5107066381156317,0.14955322150807338,0.5076468970394672,0.008539754879824741,0.5077092492199572,5060,4968,457,477,ok,2.5023957999655977,1,undersample,HR Promotion
11,VQC,quantum,LDA,default,1200,10962,4.00003045797348e-07,{},0.7043422733077905,0.14518609658566595,0.5053533190578159,0.22556750298685782,0.6141146332026215,0.13950446205640696,0.6207093905800376,7249,2779,462,472,ok,2.6938745999941602,1,undersample,HR Promotion
12,VQC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.6526181353767561,0.12362493452069147,0.5053533190578159,0.19865319865319866,0.5858437915592231,0.1006076031975544,0.5690317112086158,6682,3346,462,472,ok,2.538487699988764,1,undersample,HR Promotion
13,VQC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.5080740808320409,0.11921434671221179,0.7481243301178992,0.20565704183853858,0.6169321291594682,0.13083019323711223,0.6131259055566173,4871,5157,235,698,ok,2.453598000050988,1,undersample,HR Promotion
14,VQC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.5838883313566281,0.101493848857645,0.49517684887459806,0.1684594348222425,0.5436594256339484,0.04944925303889234,0.5542137962258731,5938,4090,471,462,ok,2.641704900015611,1,undersample,HR Promotion
0,QSVC,quantum,LDA,default,1200,10962,2.9994407668709755e-07,{},0.650519978106185,0.11009421265141318,0.43790149892933616,0.17595181759518175,0.5541122971312018,0.06383340737827022,0.5456864782890563,6722,3306,525,409,ok,47.7158533000038,1,undersample,HR Promotion
1,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.6677613574165299,0.1294471811713191,0.5064239828693791,0.20619006102877072,0.5946060879644064,0.11205884452716966,0.6063089729912561,6847,3181,461,473,ok,47.669972500007134,1,undersample,HR Promotion
2,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.6851851851851852,0.12887053966381598,0.4678800856531049,0.20208092485549134,0.5866524480918097,0.10467691512019786,0.5792484469609291,7074,2954,497,437,ok,47.2275956000085,1,undersample,HR Promotion
3,QSVC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.6397226530426056,0.11273754494093477,0.4705251875669882,0.181893515641185,0.5629949432051136,0.07346291373880176,0.5662939054676915,6573,3455,494,439,ok,46.72922829998424,1,undersample,HR Promotion
4,QSVC,quantum,LDA,default,1200,10961,4.00003045797348e-07,{},0.6207462822735151,0.11137897782063645,0.49517684887459806,0.1818539657547727,0.5638030235597562,0.0734227542516442,0.5511831608901293,6342,3686,471,462,ok,48.092907799989916,1,undersample,HR Promotion
5,QSVC,quantum,LDA,default,1200,10962,2.9994407668709755e-07,{},0.6345557380040139,0.1209279368213228,0.5246252676659529,0.19655034095467308,0.5847099214277112,0.09798760285087653,0.5975839384199616,6466,3562,444,490,ok,47.74469730001874,1,undersample,HR Promotion
6,QSVC,quantum,LDA,default,1200,10962,4.00003045797348e-07,{},0.6263455573800402,0.12321258341277407,0.5535331905781584,0.20155945419103313,0.5933302171478746,0.10721341665052106,0.609114981264451,6349,3679,417,517,ok,47.97655130003113,1,undersample,HR Promotion
7,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.6569968983762087,0.11223929747530187,0.43790149892933616,0.17868064657055482,0.5576523848854897,0.06833488800781216,0.5504037837523884,6793,3235,525,409,ok,48.02845049998723,1,undersample,HR Promotion
8,QSVC,quantum,LDA,default,1200,10961,6.999471224844456e-07,{},0.6743910227169054,0.13651406508549366,0.5305466237942122,0.21715288440447467,0.6091604279720961,0.12948791885641955,0.6157720333762143,6897,3131,438,495,ok,47.545749700046144,1,undersample,HR Promotion
9,QSVC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.6013137487455524,0.11477247253978928,0.5487674169346195,0.18984056358917314,0.5774850247816297,0.08802843208592943,0.5874625539379341,6079,3949,421,512,ok,48.025196100003086,1,undersample,HR Promotion
10,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.6693121693121693,0.13307881101718025,0.5224839400428265,0.21212779830471637,0.602735787332941,0.12158059008921776,0.61571374242058,6849,3179,446,488,ok,47.611923999967985,1,undersample,HR Promotion
11,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.5375843824119686,0.09277132164664172,0.5042826552462527,0.1567126933954417,0.522484367112556,0.025177606908508683,0.5375793602324626,5422,4606,463,471,ok,47.47713459999068,1,undersample,HR Promotion
12,QSVC,quantum,LDA,default,1200,10962,4.00003045797348e-07,{},0.6195949644225506,0.11143131604226705,0.49678800856531047,0.18203216947822676,0.5639105579324358,0.07352537780718739,0.5615101591347225,6328,3700,470,464,ok,48.00431769998977,1,undersample,HR Promotion
13,QSVC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.663899279262841,0.1186581646797893,0.4587352625937835,0.18854625550660792,0.5708614486084195,0.08416918511135939,0.572372544442549,6849,3179,505,428,ok,47.77457680000225,1,undersample,HR Promotion
14,QSVC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.5595292400328438,0.09603816635552789,0.4962486602357985,0.16093152589502954,0.5308327465518841,0.03466869081866979,0.5328405224214643,5670,4358,470,463,ok,47.41909839998698,1,undersample,HR Promotion
0,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.6471446816274402,0.14306569343065692,0.6295503211991434,0.2331482950039651,0.639166863830525,0.16051545298477565,0.6954713098826497,6506,3522,346,588,ok,0.6849002999952063,1,undersample,HR Promotion
1,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.6248859697135559,0.13200555812876333,0.6102783725910065,0.21706016755521707,0.6182624411818216,0.13514541151438716,0.6783677544417386,6280,3748,364,570,ok,0.7067956000100821,1,undersample,HR Promotion
2,RandomForest,classical,LDA,default,1200,10962,3.00002284348011e-07,{},0.6296296296296297,0.13292625645843117,0.6059957173447538,0.21802773497688752,0.6189132954494012,0.13622950543224427,0.6813504094317495,6336,3692,368,566,ok,0.7051011000294238,1,undersample,HR Promotion
3,RandomForest,classical,LDA,default,1200,10961,2.00001522898674e-07,{},0.6347048626950096,0.1329189576858714,0.5959271168274384,0.21735731039874903,0.6171199205995987,0.13455939782727072,0.6734488555303457,6401,3627,377,556,ok,0.7407898000092246,1,undersample,HR Promotion
4,RandomForest,classical,LDA,default,1200,10961,2.00001522898674e-07,{},0.5983030745369948,0.12720240653201548,0.6345123258306538,0.2119205298013245,0.6147232550573293,0.12954028135917336,0.6682956531999791,5966,4062,341,592,ok,0.7153146999771707,1,undersample,HR Promotion
5,RandomForest,classical,LDA,default,1200,10962,1.00000761449337e-07,{},0.6341908410873928,0.12796323173681665,0.5663811563169164,0.20876085240726125,0.603443868944258,0.1191745057459991,0.6672379969917208,6423,3605,405,529,ok,0.6893270000000484,1,undersample,HR Promotion
6,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.5881226053639846,0.12201815495039055,0.6188436830835118,0.20384411920296244,0.6020524757659282,0.11503043740947569,0.6504549573827116,5869,4159,356,578,ok,0.5552585999830626,1,undersample,HR Promotion
